"running.skill","running.count","num_jobs"
"Hadoop",0.3,70
"Python",0.8,70
"SQL",0.542857142857143,70
"NoSQL",0.1,70
"R",0.642857142857143,70
"Spark",0.3,70
"SAS",0.2,70
"Excel",0.142857142857143,70
"Hive",0.185714285714286,70
"C",0.314285714285714,70
"Java",0.314285714285714,70
"Tableau",0.214285714285714,70
